Rule: {'pages'} -> {'www'}, confidence: 0.5714
Rule: {'references', 'one'} -> {'title'}, confidence: 0.8533
Rule: {'title', 'one'} -> {'references'}, confidence: 0.9235
Rule: {'url'} -> {'title', 'https'}, confidence: 0.8711
Rule: {'title'} -> {'url', 'https'}, confidence: 0.8235
Rule: {'https'} -> {'url', 'title'}, confidence: 0.8909
Rule: {'url', 'title'} -> {'https'}, confidence: 0.9378
Rule: {'url', 'https'} -> {'title'}, confidence: 0.9469
Rule: {'title', 'https'} -> {'url'}, confidence: 0.9899
Rule: {'url'} -> {'thumb', 'https'}, confidence: 0.6578
Rule: {'thumb'} -> {'url', 'https'}, confidence: 0.5343
Rule: {'https'} -> {'url', 'thumb'}, confidence: 0.6727
Rule: {'url', 'thumb'} -> {'https'}, confidence: 0.9673
Rule: {'url', 'https'} -> {'thumb'}, confidence: 0.7150
Rule: {'thumb', 'https'} -> {'url'}, confidence: 0.9427
Rule: {'references'} -> {'title', 'people'}, confidence: 0.6080
Rule: {'title'} -> {'references', 'people'}, confidence: 0.6387
Rule: {'people'} -> {'references', 'title'}, confidence: 0.4677
Rule: {'references', 'title'} -> {'people'}, confidence: 0.7415
Rule: {'references', 'people'} -> {'title'}, confidence: 0.8261
Rule: {'title', 'people'} -> {'references'}, confidence: 0.9102
Rule: {'references'} -> {'www', 'web'}, confidence: 0.7000
Rule: {'www'} -> {'references', 'web'}, confidence: 0.7991
Rule: {'web'} -> {'references', 'www'}, confidence: 0.7883
Rule: {'references', 'www'} -> {'web'}, confidence: 0.9021
Rule: {'references', 'web'} -> {'www'}, confidence: 0.9309
Rule: {'www', 'web'} -> {'references'}, confidence: 0.9162
Rule: {'references'} -> {'title', 'cite'}, confidence: 0.7920
Rule: {'title'} -> {'references', 'cite'}, confidence: 0.8319
Rule: {'cite'} -> {'references', 'title'}, confidence: 0.9384
Rule: {'references', 'title'} -> {'cite'}, confidence: 0.9659
Rule: {'references', 'cite'} -> {'title'}, confidence: 1.0000
Rule: {'title', 'cite'} -> {'references'}, confidence: 0.9384
Rule: {'date'} -> {'http', 'https'}, confidence: 0.6410
Rule: {'http'} -> {'date', 'https'}, confidence: 0.7772
Rule: {'https'} -> {'date', 'http'}, confidence: 0.6818
Rule: {'date', 'http'} -> {'https'}, confidence: 0.9259
Rule: {'date', 'https'} -> {'http'}, confidence: 0.7614
Rule: {'http', 'https'} -> {'date'}, confidence: 0.9434
Rule: {'pages'} -> {'url', 'cite'}, confidence: 0.5560
Rule: {'url'} -> {'pages', 'cite'}, confidence: 0.6400
Rule: {'cite'} -> {'pages', 'url'}, confidence: 0.6825
Rule: {'pages', 'url'} -> {'cite'}, confidence: 0.9412
Rule: {'pages', 'cite'} -> {'url'}, confidence: 0.9796
Rule: {'url', 'cite'} -> {'pages'}, confidence: 0.6957
Rule: {'date'} -> {'http', 'url'}, confidence: 0.6752
Rule: {'http'} -> {'date', 'url'}, confidence: 0.8187
Rule: {'url'} -> {'date', 'http'}, confidence: 0.7022
Rule: {'date', 'http'} -> {'url'}, confidence: 0.9753
Rule: {'date', 'url'} -> {'http'}, confidence: 0.7822
Rule: {'http', 'url'} -> {'date'}, confidence: 0.9349
Rule: {'title'} -> {'one', 'https'}, confidence: 0.6134
Rule: {'one'} -> {'title', 'https'}, confidence: 0.4932
Rule: {'https'} -> {'title', 'one'}, confidence: 0.6636
Rule: {'title', 'one'} -> {'https'}, confidence: 0.8588
Rule: {'title', 'https'} -> {'one'}, confidence: 0.7374
Rule: {'one', 'https'} -> {'title'}, confidence: 0.9241
Rule: {'title'} -> {'cite', 'thumb'}, confidence: 0.6176
Rule: {'cite'} -> {'title', 'thumb'}, confidence: 0.6967
Rule: {'thumb'} -> {'title', 'cite'}, confidence: 0.5307
Rule: {'title', 'cite'} -> {'thumb'}, confidence: 0.6967
Rule: {'title', 'thumb'} -> {'cite'}, confidence: 0.9363
Rule: {'cite', 'thumb'} -> {'title'}, confidence: 1.0000
Rule: {'date'} -> {'url', 'https'}, confidence: 0.8291
Rule: {'url'} -> {'date', 'https'}, confidence: 0.8622
Rule: {'https'} -> {'date', 'url'}, confidence: 0.8818
Rule: {'date', 'url'} -> {'https'}, confidence: 0.9604
Rule: {'date', 'https'} -> {'url'}, confidence: 0.9848
Rule: {'url', 'https'} -> {'date'}, confidence: 0.9372
Rule: {'references'} -> {'date', 'title'}, confidence: 0.7400
Rule: {'date'} -> {'references', 'title'}, confidence: 0.7906
Rule: {'title'} -> {'references', 'date'}, confidence: 0.7773
Rule: {'references', 'date'} -> {'title'}, confidence: 0.9439
Rule: {'references', 'title'} -> {'date'}, confidence: 0.9024
Rule: {'date', 'title'} -> {'references'}, confidence: 0.9439
Rule: {'date'} -> {'https', 'people'}, confidence: 0.6197
Rule: {'people'} -> {'date', 'https'}, confidence: 0.4462
Rule: {'https'} -> {'date', 'people'}, confidence: 0.6591
Rule: {'date', 'people'} -> {'https'}, confidence: 0.8788
Rule: {'date', 'https'} -> {'people'}, confidence: 0.7360
Rule: {'https', 'people'} -> {'date'}, confidence: 0.9236
Rule: {'date'} -> {'url', 'cite'}, confidence: 0.8034
Rule: {'url'} -> {'date', 'cite'}, confidence: 0.8356
Rule: {'cite'} -> {'date', 'url'}, confidence: 0.8910
Rule: {'date', 'url'} -> {'cite'}, confidence: 0.9307
Rule: {'date', 'cite'} -> {'url'}, confidence: 0.9895
Rule: {'url', 'cite'} -> {'date'}, confidence: 0.9082
Rule: {'date'} -> {'cite', 'https'}, confidence: 0.7735
Rule: {'cite'} -> {'date', 'https'}, confidence: 0.8578
Rule: {'https'} -> {'date', 'cite'}, confidence: 0.8227
Rule: {'date', 'cite'} -> {'https'}, confidence: 0.9526
Rule: {'date', 'https'} -> {'cite'}, confidence: 0.9188
Rule: {'cite', 'https'} -> {'date'}, confidence: 0.9282
Rule: {'date'} -> {'url', 'people'}, confidence: 0.6410
Rule: {'url'} -> {'date', 'people'}, confidence: 0.6667
Rule: {'people'} -> {'date', 'url'}, confidence: 0.4615
Rule: {'date', 'url'} -> {'people'}, confidence: 0.7426
Rule: {'date', 'people'} -> {'url'}, confidence: 0.9091
Rule: {'url', 'people'} -> {'date'}, confidence: 0.9202
Rule: {'date'} -> {'one', 'cite'}, confidence: 0.6154
Rule: {'cite'} -> {'date', 'one'}, confidence: 0.6825
Rule: {'one'} -> {'date', 'cite'}, confidence: 0.4865
Rule: {'date', 'cite'} -> {'one'}, confidence: 0.7579
Rule: {'date', 'one'} -> {'cite'}, confidence: 0.8727
Rule: {'one', 'cite'} -> {'date'}, confidence: 0.9231
Rule: {'date'} -> {'thumb', 'https'}, confidence: 0.6154
Rule: {'thumb'} -> {'date', 'https'}, confidence: 0.5199
Rule: {'https'} -> {'date', 'thumb'}, confidence: 0.6545
Rule: {'date', 'thumb'} -> {'https'}, confidence: 0.9000
Rule: {'date', 'https'} -> {'thumb'}, confidence: 0.7310
Rule: {'thumb', 'https'} -> {'date'}, confidence: 0.9172
Rule: {'http'} -> {'title', 'https'}, confidence: 0.7513
Rule: {'title'} -> {'http', 'https'}, confidence: 0.6092
Rule: {'https'} -> {'http', 'title'}, confidence: 0.6591
Rule: {'http', 'title'} -> {'https'}, confidence: 0.8841
Rule: {'http', 'https'} -> {'title'}, confidence: 0.9119
Rule: {'title', 'https'} -> {'http'}, confidence: 0.7323
Rule: {'http'} -> {'url', 'title'}, confidence: 0.8135
Rule: {'url'} -> {'http', 'title'}, confidence: 0.6978
Rule: {'title'} -> {'http', 'url'}, confidence: 0.6597
Rule: {'http', 'url'} -> {'title'}, confidence: 0.9290
Rule: {'http', 'title'} -> {'url'}, confidence: 0.9573
Rule: {'url', 'title'} -> {'http'}, confidence: 0.7512
Rule: {'references'} -> {'date', 'https'}, confidence: 0.7360
Rule: {'date'} -> {'references', 'https'}, confidence: 0.7863
Rule: {'https'} -> {'references', 'date'}, confidence: 0.8364
Rule: {'references', 'date'} -> {'https'}, confidence: 0.9388
Rule: {'references', 'https'} -> {'date'}, confidence: 0.9200
Rule: {'date', 'https'} -> {'references'}, confidence: 0.9340
Rule: {'references'} -> {'http', 'cite'}, confidence: 0.6040
Rule: {'http'} -> {'references', 'cite'}, confidence: 0.7824
Rule: {'cite'} -> {'references', 'http'}, confidence: 0.7156
Rule: {'references', 'http'} -> {'cite'}, confidence: 0.9096
Rule: {'references', 'cite'} -> {'http'}, confidence: 0.7626
Rule: {'http', 'cite'} -> {'references'}, confidence: 0.9557
Rule: {'http'} -> {'www', 'web'}, confidence: 0.8083
Rule: {'www'} -> {'http', 'web'}, confidence: 0.7123
Rule: {'web'} -> {'http', 'www'}, confidence: 0.7027
Rule: {'http', 'www'} -> {'web'}, confidence: 0.9017
Rule: {'http', 'web'} -> {'www'}, confidence: 0.9512
Rule: {'www', 'web'} -> {'http'}, confidence: 0.8168
Rule: {'http'} -> {'title', 'cite'}, confidence: 0.8187
Rule: {'title'} -> {'http', 'cite'}, confidence: 0.6639
Rule: {'cite'} -> {'http', 'title'}, confidence: 0.7488
Rule: {'http', 'title'} -> {'cite'}, confidence: 0.9634
Rule: {'http', 'cite'} -> {'title'}, confidence: 1.0000
Rule: {'title', 'cite'} -> {'http'}, confidence: 0.7488
Rule: {'references'} -> {'url', 'web'}, confidence: 0.7440
Rule: {'url'} -> {'references', 'web'}, confidence: 0.8267
Rule: {'web'} -> {'references', 'url'}, confidence: 0.8378
Rule: {'references', 'url'} -> {'web'}, confidence: 0.9163
Rule: {'references', 'web'} -> {'url'}, confidence: 0.9894
Rule: {'url', 'web'} -> {'references'}, confidence: 0.9029
Rule: {'references'} -> {'url', 'https'}, confidence: 0.7600
Rule: {'url'} -> {'references', 'https'}, confidence: 0.8444
Rule: {'https'} -> {'references', 'url'}, confidence: 0.8636
Rule: {'references', 'url'} -> {'https'}, confidence: 0.9360
Rule: {'references', 'https'} -> {'url'}, confidence: 0.9500
Rule: {'url', 'https'} -> {'references'}, confidence: 0.9179
Rule: {'url'} -> {'title', 'cite'}, confidence: 0.9200
Rule: {'title'} -> {'url', 'cite'}, confidence: 0.8697
Rule: {'cite'} -> {'url', 'title'}, confidence: 0.9810
Rule: {'url', 'title'} -> {'cite'}, confidence: 0.9904
Rule: {'url', 'cite'} -> {'title'}, confidence: 1.0000
Rule: {'title', 'cite'} -> {'url'}, confidence: 0.9810
Rule: {'date'} -> {'archive', 'web'}, confidence: 0.6197
Rule: {'archive'} -> {'date', 'web'}, confidence: 0.9295
Rule: {'web'} -> {'date', 'archive'}, confidence: 0.6532
Rule: {'date', 'archive'} -> {'web'}, confidence: 0.9797
Rule: {'date', 'web'} -> {'archive'}, confidence: 0.7632
Rule: {'archive', 'web'} -> {'date'}, confidence: 0.9864
Rule: {'www'} -> {'web', 'https'}, confidence: 0.8311
Rule: {'web'} -> {'www', 'https'}, confidence: 0.8198
Rule: {'https'} -> {'www', 'web'}, confidence: 0.8273
Rule: {'www', 'web'} -> {'https'}, confidence: 0.9529
Rule: {'www', 'https'} -> {'web'}, confidence: 0.9192
Rule: {'web', 'https'} -> {'www'}, confidence: 0.9333
Rule: {'https'} -> {'title', 'people'}, confidence: 0.6636
Rule: {'title'} -> {'people', 'https'}, confidence: 0.6134
Rule: {'people'} -> {'title', 'https'}, confidence: 0.4492
Rule: {'title', 'https'} -> {'people'}, confidence: 0.7374
Rule: {'people', 'https'} -> {'title'}, confidence: 0.9299
Rule: {'title', 'people'} -> {'https'}, confidence: 0.8743
Rule: {'www'} -> {'url', 'web'}, confidence: 0.8630
Rule: {'url'} -> {'www', 'web'}, confidence: 0.8400
Rule: {'web'} -> {'www', 'url'}, confidence: 0.8514
Rule: {'www', 'url'} -> {'web'}, confidence: 0.9497
Rule: {'www', 'web'} -> {'url'}, confidence: 0.9895
Rule: {'url', 'web'} -> {'www'}, confidence: 0.9175
Rule: {'url'} -> {'title', 'people'}, confidence: 0.6844
Rule: {'title'} -> {'url', 'people'}, confidence: 0.6471
Rule: {'people'} -> {'url', 'title'}, confidence: 0.4738
Rule: {'url', 'title'} -> {'people'}, confidence: 0.7368
Rule: {'url', 'people'} -> {'title'}, confidence: 0.9448
Rule: {'title', 'people'} -> {'url'}, confidence: 0.9222
Rule: {'title'} -> {'cite', 'https'}, confidence: 0.8193
Rule: {'cite'} -> {'title', 'https'}, confidence: 0.9242
Rule: {'https'} -> {'title', 'cite'}, confidence: 0.8864
Rule: {'title', 'cite'} -> {'https'}, confidence: 0.9242
Rule: {'title', 'https'} -> {'cite'}, confidence: 0.9848
Rule: {'cite', 'https'} -> {'title'}, confidence: 1.0000
Rule: {'references'} -> {'https', 'people'}, confidence: 0.5920
Rule: {'people'} -> {'references', 'https'}, confidence: 0.4554
Rule: {'https'} -> {'references', 'people'}, confidence: 0.6727
Rule: {'references', 'people'} -> {'https'}, confidence: 0.8043
Rule: {'references', 'https'} -> {'people'}, confidence: 0.7400
Rule: {'https', 'people'} -> {'references'}, confidence: 0.9427
Rule: {'references'} -> {'date', 'http'}, confidence: 0.5920
Rule: {'http'} -> {'references', 'date'}, confidence: 0.7668
Rule: {'date'} -> {'references', 'http'}, confidence: 0.6325
Rule: {'references', 'http'} -> {'date'}, confidence: 0.8916
Rule: {'references', 'date'} -> {'http'}, confidence: 0.7551
Rule: {'date', 'http'} -> {'references'}, confidence: 0.9136
Rule: {'one'} -> {'url', 'cite'}, confidence: 0.5169
Rule: {'url'} -> {'cite', 'one'}, confidence: 0.6800
Rule: {'cite'} -> {'url', 'one'}, confidence: 0.7251
Rule: {'url', 'one'} -> {'cite'}, confidence: 0.9623
Rule: {'cite', 'one'} -> {'url'}, confidence: 0.9808
Rule: {'url', 'cite'} -> {'one'}, confidence: 0.7391
Rule: {'references'} -> {'cite', 'https'}, confidence: 0.7360
Rule: {'cite'} -> {'references', 'https'}, confidence: 0.8720
Rule: {'https'} -> {'references', 'cite'}, confidence: 0.8364
Rule: {'references', 'cite'} -> {'https'}, confidence: 0.9293
Rule: {'references', 'https'} -> {'cite'}, confidence: 0.9200
Rule: {'cite', 'https'} -> {'references'}, confidence: 0.9436
Rule: {'cite'} -> {'web', 'https'}, confidence: 0.8578
Rule: {'web'} -> {'cite', 'https'}, confidence: 0.8153
Rule: {'https'} -> {'web', 'cite'}, confidence: 0.8227
Rule: {'web', 'cite'} -> {'https'}, confidence: 0.9476
Rule: {'cite', 'https'} -> {'web'}, confidence: 0.9282
Rule: {'web', 'https'} -> {'cite'}, confidence: 0.9282
Rule: {'www'} -> {'url', 'title'}, confidence: 0.8630
Rule: {'url'} -> {'www', 'title'}, confidence: 0.8400
Rule: {'title'} -> {'www', 'url'}, confidence: 0.7941
Rule: {'www', 'url'} -> {'title'}, confidence: 0.9497
Rule: {'www', 'title'} -> {'url'}, confidence: 0.9692
Rule: {'url', 'title'} -> {'www'}, confidence: 0.9043
Rule: {'url'} -> {'web', 'people'}, confidence: 0.6622
Rule: {'web'} -> {'url', 'people'}, confidence: 0.6712
Rule: {'people'} -> {'url', 'web'}, confidence: 0.4585
Rule: {'url', 'web'} -> {'people'}, confidence: 0.7233
Rule: {'url', 'people'} -> {'web'}, confidence: 0.9141
Rule: {'web', 'people'} -> {'url'}, confidence: 0.9739
Rule: {'www'} -> {'title', 'https'}, confidence: 0.8356
Rule: {'title'} -> {'www', 'https'}, confidence: 0.7689
Rule: {'https'} -> {'www', 'title'}, confidence: 0.8318
Rule: {'www', 'title'} -> {'https'}, confidence: 0.9385
Rule: {'www', 'https'} -> {'title'}, confidence: 0.9242
Rule: {'title', 'https'} -> {'www'}, confidence: 0.9242
Rule: {'web'} -> {'url', 'cite'}, confidence: 0.8604
Rule: {'url'} -> {'cite', 'web'}, confidence: 0.8489
Rule: {'cite'} -> {'url', 'web'}, confidence: 0.9052
Rule: {'url', 'web'} -> {'cite'}, confidence: 0.9272
Rule: {'cite', 'web'} -> {'url'}, confidence: 1.0000
Rule: {'url', 'cite'} -> {'web'}, confidence: 0.9227
Rule: {'references'} -> {'thumb', 'https'}, confidence: 0.5800
Rule: {'thumb'} -> {'references', 'https'}, confidence: 0.5235
Rule: {'https'} -> {'references', 'thumb'}, confidence: 0.6591
Rule: {'references', 'thumb'} -> {'https'}, confidence: 0.8683
Rule: {'references', 'https'} -> {'thumb'}, confidence: 0.7250
Rule: {'thumb', 'https'} -> {'references'}, confidence: 0.9236
Rule: {'references'} -> {'url', 'title'}, confidence: 0.7880
Rule: {'url'} -> {'references', 'title'}, confidence: 0.8756
Rule: {'title'} -> {'references', 'url'}, confidence: 0.8277
Rule: {'references', 'url'} -> {'title'}, confidence: 0.9704
Rule: {'references', 'title'} -> {'url'}, confidence: 0.9610
Rule: {'url', 'title'} -> {'references'}, confidence: 0.9426
Rule: {'pages'} -> {'url', 'https'}, confidence: 0.5637
Rule: {'url'} -> {'pages', 'https'}, confidence: 0.6489
Rule: {'https'} -> {'pages', 'url'}, confidence: 0.6636
Rule: {'pages', 'url'} -> {'https'}, confidence: 0.9542
Rule: {'pages', 'https'} -> {'url'}, confidence: 0.9542
Rule: {'url', 'https'} -> {'pages'}, confidence: 0.7053
Rule: {'date'} -> {'http', 'cite'}, confidence: 0.6282
Rule: {'http'} -> {'date', 'cite'}, confidence: 0.7617
Rule: {'cite'} -> {'date', 'http'}, confidence: 0.6967
Rule: {'date', 'http'} -> {'cite'}, confidence: 0.9074
Rule: {'date', 'cite'} -> {'http'}, confidence: 0.7737
Rule: {'http', 'cite'} -> {'date'}, confidence: 0.9304
Rule: {'references'} -> {'http', 'www'}, confidence: 0.6120
Rule: {'http'} -> {'references', 'www'}, confidence: 0.7927
Rule: {'www'} -> {'references', 'http'}, confidence: 0.6986
Rule: {'references', 'http'} -> {'www'}, confidence: 0.9217
Rule: {'references', 'www'} -> {'http'}, confidence: 0.7887
Rule: {'http', 'www'} -> {'references'}, confidence: 0.8844
Rule: {'date'} -> {'url', 'web'}, confidence: 0.8120
Rule: {'url'} -> {'date', 'web'}, confidence: 0.8444
Rule: {'web'} -> {'date', 'url'}, confidence: 0.8559
Rule: {'date', 'url'} -> {'web'}, confidence: 0.9406
Rule: {'date', 'web'} -> {'url'}, confidence: 1.0000
Rule: {'url', 'web'} -> {'date'}, confidence: 0.9223
Rule: {'date'} -> {'web', 'https'}, confidence: 0.7906
Rule: {'web'} -> {'date', 'https'}, confidence: 0.8333
Rule: {'https'} -> {'date', 'web'}, confidence: 0.8409
Rule: {'date', 'web'} -> {'https'}, confidence: 0.9737
Rule: {'date', 'https'} -> {'web'}, confidence: 0.9391
Rule: {'web', 'https'} -> {'date'}, confidence: 0.9487
Rule: {'date'} -> {'www', 'url'}, confidence: 0.7906
Rule: {'www'} -> {'date', 'url'}, confidence: 0.8447
Rule: {'url'} -> {'date', 'www'}, confidence: 0.8222
Rule: {'date', 'www'} -> {'url'}, confidence: 0.9737
Rule: {'date', 'url'} -> {'www'}, confidence: 0.9158
Rule: {'www', 'url'} -> {'date'}, confidence: 0.9296
Rule: {'url'} -> {'archive', 'https'}, confidence: 0.6667
Rule: {'archive'} -> {'url', 'https'}, confidence: 0.9615
Rule: {'https'} -> {'url', 'archive'}, confidence: 0.6818
Rule: {'url', 'archive'} -> {'https'}, confidence: 0.9934
Rule: {'url', 'https'} -> {'archive'}, confidence: 0.7246
Rule: {'archive', 'https'} -> {'url'}, confidence: 0.9804
Rule: {'date'} -> {'www', 'https'}, confidence: 0.7821
Rule: {'www'} -> {'date', 'https'}, confidence: 0.8356
Rule: {'https'} -> {'date', 'www'}, confidence: 0.8318
Rule: {'date', 'www'} -> {'https'}, confidence: 0.9632
Rule: {'date', 'https'} -> {'www'}, confidence: 0.9289
Rule: {'www', 'https'} -> {'date'}, confidence: 0.9242
Rule: {'references'} -> {'http', 'web'}, confidence: 0.5960
Rule: {'http'} -> {'references', 'web'}, confidence: 0.7720
Rule: {'web'} -> {'references', 'http'}, confidence: 0.6712
Rule: {'references', 'http'} -> {'web'}, confidence: 0.8976
Rule: {'references', 'web'} -> {'http'}, confidence: 0.7926
Rule: {'http', 'web'} -> {'references'}, confidence: 0.9085
Rule: {'date'} -> {'www', 'cite'}, confidence: 0.7436
Rule: {'www'} -> {'date', 'cite'}, confidence: 0.7945
Rule: {'cite'} -> {'date', 'www'}, confidence: 0.8246
Rule: {'date', 'www'} -> {'cite'}, confidence: 0.9158
Rule: {'date', 'cite'} -> {'www'}, confidence: 0.9158
Rule: {'www', 'cite'} -> {'date'}, confidence: 0.9255
Rule: {'date'} -> {'url', 'one'}, confidence: 0.6282
Rule: {'url'} -> {'date', 'one'}, confidence: 0.6533
Rule: {'one'} -> {'date', 'url'}, confidence: 0.4966
Rule: {'date', 'url'} -> {'one'}, confidence: 0.7277
Rule: {'date', 'one'} -> {'url'}, confidence: 0.8909
Rule: {'url', 'one'} -> {'date'}, confidence: 0.9245
Rule: {'date'} -> {'title', 'web'}, confidence: 0.7650
Rule: {'title'} -> {'date', 'web'}, confidence: 0.7521
Rule: {'web'} -> {'date', 'title'}, confidence: 0.8063
Rule: {'date', 'title'} -> {'web'}, confidence: 0.9133
Rule: {'date', 'web'} -> {'title'}, confidence: 0.9421
Rule: {'title', 'web'} -> {'date'}, confidence: 0.9227
Rule: {'url'} -> {'title', 'web'}, confidence: 0.8533
Rule: {'title'} -> {'url', 'web'}, confidence: 0.8067
Rule: {'web'} -> {'url', 'title'}, confidence: 0.8649
Rule: {'url', 'title'} -> {'web'}, confidence: 0.9187
Rule: {'url', 'web'} -> {'title'}, confidence: 0.9320
Rule: {'title', 'web'} -> {'url'}, confidence: 0.9897
Rule: {'www'} -> {'url', 'people'}, confidence: 0.6712
Rule: {'url'} -> {'www', 'people'}, confidence: 0.6533
Rule: {'people'} -> {'www', 'url'}, confidence: 0.4523
Rule: {'www', 'url'} -> {'people'}, confidence: 0.7387
Rule: {'www', 'people'} -> {'url'}, confidence: 0.9304
Rule: {'url', 'people'} -> {'www'}, confidence: 0.9018
Rule: {'www'} -> {'cite', 'https'}, confidence: 0.8265
Rule: {'cite'} -> {'www', 'https'}, confidence: 0.8578
Rule: {'https'} -> {'www', 'cite'}, confidence: 0.8227
Rule: {'www', 'cite'} -> {'https'}, confidence: 0.9628
Rule: {'www', 'https'} -> {'cite'}, confidence: 0.9141
Rule: {'cite', 'https'} -> {'www'}, confidence: 0.9282
Rule: {'www'} -> {'url', 'cite'}, confidence: 0.8539
Rule: {'url'} -> {'www', 'cite'}, confidence: 0.8311
Rule: {'cite'} -> {'www', 'url'}, confidence: 0.8863
Rule: {'www', 'url'} -> {'cite'}, confidence: 0.9397
Rule: {'www', 'cite'} -> {'url'}, confidence: 0.9947
Rule: {'url', 'cite'} -> {'www'}, confidence: 0.9034
Rule: {'https'} -> {'www', 'people'}, confidence: 0.6636
Rule: {'www'} -> {'people', 'https'}, confidence: 0.6667
Rule: {'people'} -> {'www', 'https'}, confidence: 0.4492
Rule: {'www', 'https'} -> {'people'}, confidence: 0.7374
Rule: {'people', 'https'} -> {'www'}, confidence: 0.9299
Rule: {'www', 'people'} -> {'https'}, confidence: 0.9241
Rule: {'title'} -> {'web', 'https'}, confidence: 0.7647
Rule: {'web'} -> {'title', 'https'}, confidence: 0.8198
Rule: {'https'} -> {'title', 'web'}, confidence: 0.8273
Rule: {'title', 'web'} -> {'https'}, confidence: 0.9381
Rule: {'title', 'https'} -> {'web'}, confidence: 0.9192
Rule: {'web', 'https'} -> {'title'}, confidence: 0.9333
Rule: {'references'} -> {'web', 'cite'}, confidence: 0.7200
Rule: {'cite'} -> {'references', 'web'}, confidence: 0.8531
Rule: {'web'} -> {'references', 'cite'}, confidence: 0.8108
Rule: {'references', 'cite'} -> {'web'}, confidence: 0.9091
Rule: {'references', 'web'} -> {'cite'}, confidence: 0.9574
Rule: {'web', 'cite'} -> {'references'}, confidence: 0.9424
Rule: {'references'} -> {'www', 'title'}, confidence: 0.7240
Rule: {'www'} -> {'references', 'title'}, confidence: 0.8265
Rule: {'title'} -> {'references', 'www'}, confidence: 0.7605
Rule: {'references', 'www'} -> {'title'}, confidence: 0.9330
Rule: {'references', 'title'} -> {'www'}, confidence: 0.8829
Rule: {'www', 'title'} -> {'references'}, confidence: 0.9282
Rule: {'one'} -> {'jpg', 'thumb'}, confidence: 0.4966
Rule: {'jpg'} -> {'one', 'thumb'}, confidence: 0.6074
Rule: {'thumb'} -> {'jpg', 'one'}, confidence: 0.5307
Rule: {'jpg', 'one'} -> {'thumb'}, confidence: 0.9363
Rule: {'one', 'thumb'} -> {'jpg'}, confidence: 0.8448
Rule: {'jpg', 'thumb'} -> {'one'}, confidence: 0.6562
Rule: {'cite'} -> {'title', 'web'}, confidence: 0.9052
Rule: {'title'} -> {'web', 'cite'}, confidence: 0.8025
Rule: {'web'} -> {'title', 'cite'}, confidence: 0.8604
Rule: {'title', 'cite'} -> {'web'}, confidence: 0.9052
Rule: {'web', 'cite'} -> {'title'}, confidence: 1.0000
Rule: {'title', 'web'} -> {'cite'}, confidence: 0.9845
Rule: {'www'} -> {'url', 'https'}, confidence: 0.8721
Rule: {'url'} -> {'www', 'https'}, confidence: 0.8489
Rule: {'https'} -> {'www', 'url'}, confidence: 0.8682
Rule: {'www', 'url'} -> {'https'}, confidence: 0.9598
Rule: {'www', 'https'} -> {'url'}, confidence: 0.9646
Rule: {'url', 'https'} -> {'www'}, confidence: 0.9227
Rule: {'date'} -> {'archive', 'https'}, confidence: 0.6282
Rule: {'archive'} -> {'date', 'https'}, confidence: 0.9423
Rule: {'https'} -> {'date', 'archive'}, confidence: 0.6682
Rule: {'date', 'archive'} -> {'https'}, confidence: 0.9932
Rule: {'date', 'https'} -> {'archive'}, confidence: 0.7462
Rule: {'archive', 'https'} -> {'date'}, confidence: 0.9608
Rule: {'references'} -> {'jpg', 'thumb'}, confidence: 0.5840
Rule: {'jpg'} -> {'references', 'thumb'}, confidence: 0.6033
Rule: {'thumb'} -> {'references', 'jpg'}, confidence: 0.5271
Rule: {'references', 'jpg'} -> {'thumb'}, confidence: 0.9012
Rule: {'references', 'thumb'} -> {'jpg'}, confidence: 0.8743
Rule: {'jpg', 'thumb'} -> {'references'}, confidence: 0.6518
Rule: {'references'} -> {'www', 'url'}, confidence: 0.7320
Rule: {'www'} -> {'references', 'url'}, confidence: 0.8356
Rule: {'url'} -> {'references', 'www'}, confidence: 0.8133
Rule: {'references', 'www'} -> {'url'}, confidence: 0.9433
Rule: {'references', 'url'} -> {'www'}, confidence: 0.9015
Rule: {'www', 'url'} -> {'references'}, confidence: 0.9196
Rule: {'www'} -> {'one', 'https'}, confidence: 0.6621
Rule: {'one'} -> {'www', 'https'}, confidence: 0.4899
Rule: {'https'} -> {'www', 'one'}, confidence: 0.6591
Rule: {'www', 'one'} -> {'https'}, confidence: 0.9355
Rule: {'www', 'https'} -> {'one'}, confidence: 0.7323
Rule: {'one', 'https'} -> {'www'}, confidence: 0.9177
Rule: {'url'} -> {'web', 'https'}, confidence: 0.8578
Rule: {'web'} -> {'url', 'https'}, confidence: 0.8694
Rule: {'https'} -> {'url', 'web'}, confidence: 0.8773
Rule: {'url', 'web'} -> {'https'}, confidence: 0.9369
Rule: {'url', 'https'} -> {'web'}, confidence: 0.9324
Rule: {'web', 'https'} -> {'url'}, confidence: 0.9897
Rule: {'www'} -> {'title', 'cite'}, confidence: 0.8584
Rule: {'title'} -> {'www', 'cite'}, confidence: 0.7899
Rule: {'cite'} -> {'www', 'title'}, confidence: 0.8910
Rule: {'www', 'title'} -> {'cite'}, confidence: 0.9641
Rule: {'www', 'cite'} -> {'title'}, confidence: 1.0000
Rule: {'title', 'cite'} -> {'www'}, confidence: 0.8910
Rule: {'references'} -> {'www', 'cite'}, confidence: 0.7120
Rule: {'www'} -> {'references', 'cite'}, confidence: 0.8128
