Anime_id,Name,Genres,Ranked,Popularity,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,,,
4874,Pokemon: Pikachu no Fuyuyasumi,"Adventure, Comedy, Fantasy, Kids",4545,12059,351,825,1480,1584,1036,309,121,64,37,,,
4876,Hashire Melos (Movie),"Action, Adventure, Historical",6619,4751,106,263,367,222,108,45,10,13,9,,,
4879,Mouryou no Hako,"Mystery, Psychological, Supernatural, Thriller, Seinen",2832,2186,899,1878,3511,3689,2035,1030,530,235,121,,,
4884,Tales of the Abyss,"Adventure, Drama, Fantasy",1306,109058,5836,11384,13401,6449,3215,1259,440,217,153,,,
4886,InuYasha: Kuroi Tessaiga,"Adventure, Comedy, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",2969,30274,1723,2721,3118,1195,465,105,62,20,47,,,
4890,Peut-etre Toi,Music,6753,8758,59,82,146,324,306,180,73,55,19,,,
4896,Umineko no Naku Koro ni,"Mystery, Horror, Psychological, Supernatural",807,184571,10890,17539,18756,11415,6305,4146,1923,1079,783,,,
4898,Kuroshitsuji,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",92,875100,82791,118238,104459,49017,24399,10492,4042,2095,1866,,,
4901,Black Lagoon: Roberta's Blood Trail,"Action, Seinen",477,705,14710,29339,40784,22863,7397,2416,800,295,127,,,
4903,Kyou no 5 no 2 (TV),"Comedy, Ecchi, School, Seinen",2646,2897,708,1302,3221,4083,1956,923,349,131,61,,,
4905,Mach Girl,"Cars, Comedy",15347,12003,3,5,8,8,4,23,11,10,7,,,
4907,Daikyouryuu Jidai,Sci-Fi,11907,544,6,18,28,32,29,25,10,7,6,,,
4908,Bihada Ichizoku,"Parody, Drama, Shoujo",7110,3977,48,94,251,275,256,141,79,57,48,,,
4910,Pokemon: Pikachu no Wanpaku Island,"Adventure, Comedy, Fantasy, Kids",5167,8697,225,520,928,983,681,239,100,58,43,,,
4917,Ginga Tansa 2100-nen: Border Planet,"Sci-Fi, Adventure, Mystery, Romance",8413,11039,7,9,21,62,77,59,27,12,6,,,
4918,xxxHOLiC Shunmuki,"Mystery, Comedy, Psychological, Supernatural, Drama",2026,58927,6533,9879,5923,1772,596,132,42,31,45,,,
4921,Ramayana: The Legend of Prince Rama,Adventure,7529,3387,315,455,325,139,68,22,13,12,26,,,
4923,Akai Hayate,"Action, Martial Arts, Super Power",9248,1712,12,36,68,97,126,71,36,25,13,,,
4926,Marco: Haha wo Tazunete Sanzenri,"Adventure, Drama",8780,2044,74,154,215,134,52,17,10,3,7,,,
4927,Tomoe ga Yuku!,"Action, Drama, Romance, Thriller, Shoujo",10090,10528,6,2,13,24,61,68,35,31,12,,,
4928,Idol Tenshi Youkoso Youko,"Comedy, Drama, Shoujo",10375,1040,5,17,29,34,28,6,6,2,9,,,
4929,Next Senki Ehrgeiz,"Action, Sci-Fi, Space, Mecha",9611,10329,7,3,9,36,45,53,36,16,14,,,
4933,Muu no Hakugei,"Action, Fantasy, Sci-Fi",10591,942,13,34,51,35,32,21,11,6,4,,,
4934,A.F,"Action, Sci-Fi, Space, Mecha",10357,1044,5,13,31,41,74,73,69,55,51,,,
4935,Ikkyuu-san,"Kids, Comedy, Historical",9570,1500,46,114,177,102,81,22,9,6,7,,,
4936,Ninja Hattori-kun,"Slice of Life, Comedy, Martial Arts, Shounen",5799,6613,316,635,1212,897,566,128,56,28,23,,,
4938,Tsubasa: Shunraiki,"Action, Adventure, Mystery, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",2118,55155,6561,8069,5065,1749,691,186,74,32,62,,,
4939,Macross Fufonfia,"Comedy, Parody",9456,7949,34,28,70,124,173,152,102,45,49,,,
4940,Sabaku no Kaizoku! Captain Kuppa,"Action, Adventure",11773,12661,5,4,8,13,10,10,8,1,3,,,
4941,Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,Mystery,11141,743,7,19,46,59,30,10,1,3,4,,,
4943,Yousei Florence,"Adventure, Fantasy, Music",5623,9288,33,31,74,131,112,58,22,15,3,,,
4946,Angel Blade: Ultimate Edition - Tokuteneizou,"Sci-Fi, Hentai",Unknown,8523,87,43,81,155,148,138,59,29,28,,,
4948,Shounen Sarutobi Sasuke,"Adventure, Fantasy",8240,9842,28,16,48,102,137,103,70,17,10,,,
4961,Mushrambo (2008),"Action, Adventure, Fantasy, Sci-Fi",5949,9677,26,23,48,124,72,59,9,9,8,,,
4962,Rokumon Tengai Mon Colle Knights,"Adventure, Comedy, Fantasy, Kids, Magic, Parody",7115,3951,89,215,388,400,247,91,37,19,12,,,
4966,Jigazou,Comedy,9012,1872,12,28,97,177,330,134,108,77,103,,,
4967,Choujin Locke: Mirror Ring,"Action, Sci-Fi, Super Power",11091,764,6,13,41,49,43,32,30,10,5,,,
4970,Afro Samurai: Resurrection,"Action, Adventure, Samurai",2047,1641,4397,6825,12437,13532,6466,2947,1199,485,234,,,
4975,ChÃ¤oS;HEAd,"Sci-Fi, Harem, Mystery, Psychological, Supernatural",6564,567,6282,10549,21851,33579,27428,17301,11450,5822,3586,,,
4981,Casshern Sins,"Action, Adventure, Drama, Psychological, Sci-Fi",1486,1126,4927,7556,12442,11715,5915,3008,1446,576,304,,,
4983,Hells,"Adventure, Comedy, Horror",3908,3429,553,745,1622,2286,1361,732,395,169,76,,,
4985,Mahou Shoujo Lyrical Nanoha: The Movie 1st,"Action, Sci-Fi, Comedy, Drama, Magic",676,3118,1923,2904,4127,2927,1096,451,154,60,34,,,
4991,Wakakusa Monogatari,"Historical, Slice of Life",7214,10861,19,14,26,67,67,54,16,11,3,,,
4997,Mahoromatic 2 End Year Special,"Ecchi, Romance, Comedy, Military, Sci-Fi",6248,5427,224,436,727,400,199,55,32,10,13,,,
4999,Asu no Yoichi!,"Harem, Comedy, Romance, Ecchi, Martial Arts, Shounen",852,175294,7493,17313,29451,20288,11052,4120,1645,742,438,,,
5002,Bari Bari Densetsu,"Action, Drama, Shounen, Sports",6437,10585,7,13,26,58,30,29,9,6,1,,,
5005,Tentai Senshi Sunred,"Comedy, Parody, Super Power, Seinen",3718,19350,1221,1891,1241,539,245,119,62,40,52,,,
5006,Nagagutsu Sanjuushi,"Kids, Adventure, Fantasy",10484,984,20,47,103,153,88,43,18,5,3,,,
5013,Juugo Shounen Hyouryuuki,"Adventure, Historical, Drama",11744,587,5,19,36,47,24,18,5,5,3,,,
5014,Sango Shou Densetsu: Aoi Umi no Elfie,"Adventure, Sci-Fi",5092,9889,47,39,102,120,75,54,24,16,7,,,
5016,Fluximation,Music,5923,7633,75,107,236,430,346,221,79,46,25,,,
5017,Yume no Kakera,Music,10363,1045,5,14,70,109,180,97,50,30,29,,,
5018,Piroppo,Comedy,11558,12108,6,1,3,10,17,29,19,5,6,,,
5019,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,"Action, Adventure, Mystery, Comedy, Seinen",3395,6959,102,166,377,534,301,148,36,14,7,,,
5020,Zettai Shougeki: Platonic Heart,"Action, Ecchi, Martial Arts",4181,14748,194,358,748,841,960,812,709,696,924,,,
5022,Toushi Gordian,"Action, Mecha, Sci-Fi",7092,11236,14,8,28,44,46,25,16,5,5,,,
5023,Ninpuu Kamui Gaiden,"Action, Adventure, Historical, Martial Arts, Samurai",9669,1443,12,42,72,38,20,7,7,8,3,,,
5025,Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen,"Action, Comedy, Ecchi, Parody",10243,6845,66,38,73,235,347,291,247,149,113,,,
5027,Stitch!,"Adventure, Comedy, Kids",8065,6616,107,79,166,393,417,326,162,116,65,,,
5028,Major S5,"Comedy, Drama, Romance, Shounen, Sports",124,2070,7365,10054,9734,4486,1267,448,112,59,36,,,
5029,Major Movie: Yuujou no Winning Shot,"Action, Sports, Shounen",519,3936,1441,2072,3249,1926,633,202,48,18,12,,,
5030,Mariaâ Holic,"Comedy, Parody, School, Shoujo Ai",1004,148265,7169,15723,20512,11533,5777,2781,1069,617,471,,,
5031,Cobra The Animation: Time Drive,"Action, Adventure, Space, Sci-Fi",3922,7434,82,128,357,532,298,133,45,17,9,,,
5032,Cobra The Animation,"Action, Adventure, Space, Sci-Fi",3156,5628,172,267,700,838,490,240,95,43,15,,,
5034,Shikabane Hime: Kuro,"Action, Horror, Supernatural, Shounen",1839,67903,3750,8248,9219,3927,1730,695,246,123,64,,,
5036,Hurricane Live! 2033,Music,5146,9278,46,51,99,167,153,82,22,7,7,,,
5037,Terra e... (TV) Specials,"Adventure, Drama, Sci-Fi",4771,8189,72,74,125,262,184,125,27,16,11,,,
5039,Kurozuka,"Action, Drama, Historical, Horror, Romance, Sci-Fi, Vampire",3910,1632,1522,2716,6358,8489,5070,2685,1246,487,264,,,
5040,One Outs,"Sports, Psychological, Seinen",819,182471,27316,27674,13293,4117,1588,571,193,127,155,,,
5041,Guin Saga,"Adventure, Fantasy",2611,38187,1537,3456,3953,2187,1175,512,186,107,88,,,
5042,Kiss x Sis,"Comedy, Ecchi, Harem, Romance, School, Seinen",3901,568,16146,14832,26468,34793,22883,13044,6886,3730,2585,,,
5043,Hurricane Live! 2032,Music,4592,9100,51,66,130,173,155,78,25,6,9,,,
5045,"Kamen no Maid Guy: Ano Natsu, Ichiban Yutaka na Chichi.","Action, Comedy, Ecchi",8471,3,792,1324,921,438,163,83,43,18,,,,
5049,Onmyouji: Youen Emaki,"Hentai, Demons",Unknown,9043,30,17,36,101,116,121,47,39,27,,,
5051,Macross XX,"Action, Mecha",9803,8219,35,24,67,121,161,190,106,51,62,,,
5052,Eightman,"Action, Mecha, Drama, Sci-Fi",9890,1300,9,25,44,74,60,33,12,14,12,,,
5053,Ai City,"Action, Super Power, Sci-Fi",9041,6499,37,48,189,322,378,312,200,114,52,,,
5054,Kojin Jugyou The Animation: Schoolgirl Ready for a Private Lesson,Hentai,7351,3618,75,164,270,203,149,58,29,17,28,,,
5056,Penguin Musumeâ¥Heart Special,"Comedy, Ecchi, School, Slice of Life",7686,3168,66,196,340,325,202,85,39,15,14,,,
5060,Hetalia Axis Powers,"Comedy, Historical, Parody",1949,658,14517,16963,24046,25554,14384,8732,4086,2020,1223,,,
5065,Detroit Metal City: Birth of the Metal Devil,"Parody, Comedy, Romance, Music",3533,21432,1531,2734,3422,1624,830,232,117,71,96,,,
5070,Beast Wars Second Chou Seimeitai Transformers,"Action, Sci-Fi, Mecha",8671,2136,46,105,229,195,126,32,22,18,9,,,
5071,Croket!,"Action, Adventure, Comedy, Fantasy",10771,864,34,56,65,43,19,4,3,8,2,,,
5072,Dragonaut: The Resonance - Kotou - Tozasareta Kyousoo,"Action, Sci-Fi, Space, Romance, Mecha",4105,5199,335,404,654,1090,728,359,149,93,65,,,
5074,Tetsuwan Birdy Decode:02,"Action, Sci-Fi, Comedy",943,2398,1749,3987,7222,5605,2001,656,158,70,30,,,
5075,Yuusha Keisatsu J-Decker,"Action, Adventure, Police, Mecha, Sci-Fi",2277,8320,84,90,156,152,81,41,12,8,7,,,
5079,Kurokami The Animation,"Action, Super Power, Martial Arts, Seinen",2918,1326,2651,4762,9529,12115,6376,3449,1490,570,332,,,
5080,Quiz Magic Academy: The Original Animation,"Action, Comedy, Fantasy, Magic, School",7630,5039,126,189,492,1112,970,716,351,180,102,,,
5081,Bakemonogatari,"Romance, Supernatural, Mystery, Vampire",61,1063666,166248,158048,75858,26751,12150,5722,2625,1490,2116,,,
5082,Battle Spirits: Shounen Toppa Bashin,"Game, Shounen",8102,2661,45,81,189,181,106,34,23,21,8,,,
5084,Mai Mai Shinko to Sennen no Mahou,"Adventure, Drama",2663,4578,216,512,1148,1433,663,271,86,31,12,,,
5085,Nakedyouth,"Slice of Life, Sports, Romance, Shounen Ai",8712,5839,85,158,378,600,684,541,274,164,105,,,
5088,Fabre-sensei wa Meitantei,Mystery,11570,630,8,21,27,27,36,10,5,4,4,,,
5089,Noramimi 2,Comedy,11229,13503,7,4,1,21,8,9,5,1,1,,,
5090,Techno Police 21C,"Action, Police, Mecha, Sci-Fi",9862,10239,12,7,38,50,108,102,58,47,18,,,
5091,Manga Sarutobi Sasuke,"Adventure, Comedy, Historical, Supernatural",10148,1146,36,65,133,85,49,18,15,7,10,,,
5096,Doraemon Movie 28: Nobita to Midori no Kyojin Den,"Adventure, Comedy, Fantasy, Kids, Shounen",6263,5452,385,877,1042,444,200,73,20,9,12,,,
5097,Hatsu Inu 2 The Animation: Strange Kind of Woman - Again,Hentai,4453,12673,696,1226,1559,937,509,204,83,44,63,,,
5098,Andersen Monogatari,"Kids, Fantasy, Drama",8728,11116,10,3,27,39,48,62,14,23,4,,,
5101,Doutei Kawaiya,Hentai,Unknown,10113,9,12,46,84,112,114,58,45,39,,,
5104,Andes Shounen Pepero no Bouken,Adventure,5286,10831,24,21,46,66,55,37,12,3,7,,,
5107,Balthus: Tia no Kagayaki,"Action, Hentai, Romance",9181,1748,11,19,67,126,138,104,50,41,41,,,
5108,Ryuusei Tenshi Primaveil,Hentai,10268,1091,8,17,47,73,78,44,29,29,20,,,
5109,Osananajimi to Doukyuusei,"Hentai, School",Unknown,7889,55,30,83,158,216,159,74,33,37,,,
5112,Akikan!,"Comedy, Ecchi, Fantasy, Romance",7442,1306,1976,2893,6767,13495,12870,8931,4812,2436,1492,,,
5114,Fullmetal Alchemist: Brotherhood,"Action, Military, Adventure, Comedy, Drama, Magic, Fantasy, Shounen",1,3,714811,401507,199160,70045,20210,9308,3222,1536,2162,,,
5116,Candy Boy Episode: EX01 - Mirai Yohouzu,"School, Shoujo Ai, Slice of Life",3386,23223,1064,2418,3942,2532,1413,479,219,122,73,,,
5117,Kokudo Oh,"Fantasy, Hentai",9683,1425,21,31,73,98,87,30,16,13,21,,,
5118,Suzumiya Haruhi-chan no Yuuutsu,"Comedy, Parody",1516,90794,7129,12289,12123,5948,2805,993,435,253,234,,,
5129,Jikuu Boukenki Zentrix,"Adventure, Mecha, Sci-Fi",10932,815,20,48,58,60,57,22,13,5,4,,,
5131,Groizer X,"Mecha, Sci-Fi",7772,11366,20,6,23,32,41,35,15,9,4,,,
5132,Let's Nupu Nupu,"Comedy, Ecchi, School",7642,3208,60,183,357,313,201,90,50,35,21,,,
5133,100-man-nen Chikyuu no Tabi: Bander Book,Sci-Fi,9070,10150,24,8,35,69,102,79,48,17,17,,,
5136,Flag Director's Edition: Issenman no Kufura no Kiroku,Action,9703,1416,41,106,119,92,43,26,8,6,2,,,
5140,Karaoke Senshi Mike-tarou,"Kids, Music",13399,309,7,10,8,10,6,1,4,Unknown,4,,,
5141,Taishou Yakyuu Musume.,"Comedy, Historical, School, Seinen, Sports",3871,17592,698,1838,1942,865,352,112,37,16,15,,,
5143,Tokusou Kihei Dorvack,"Action, Mecha, Sci-Fi",10584,939,6,26,39,40,25,13,8,5,1,,,
5147,Comic Party Revolution OVA,Comedy,5855,7926,37,46,136,287,232,136,34,11,12,,,
5150,Hatsukoi Limited.,"Comedy, Romance, School, Shounen",1632,82196,4509,9658,10758,5256,2320,740,293,152,115,,,
5151,Mahjong Hishouden: Naki no Ryuu,"Action, Drama, Game, Seinen",8308,10723,7,5,14,23,19,19,7,7,5,,,
5152,Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,"Action, Adventure, Comedy, Fantasy",4034,2493,2153,2020,4365,7172,4795,2451,995,471,220,,,
5153,Kikou Kai Galient,"Action, Sci-Fi, Fantasy, Mecha",8217,2561,36,80,159,142,78,49,17,6,5,,,
5154,Kanzen Mushuusei: Sorezore no Houkago,"Hentai, School",Unknown,10435,16,4,11,36,53,57,44,29,16,,,
5155,Genji Monogatari Sennenki,"Drama, Historical, Romance",3897,4510,158,276,696,903,581,338,127,70,26,,,
5157,Alexander Senki Movie,"Action, Adventure, Dementia, Historical, Military, Mystery, Shounen, Supernatural",8857,1987,23,39,99,108,81,45,17,22,18,,,
5158,Noisy Birth,"Dementia, Music",6765,4494,49,125,263,439,631,416,268,267,195,,,
5159,Shin Reyon Densetsu: Shikkoku no Majin,"Adventure, Fantasy, Hentai",10853,841,3,14,32,36,72,34,26,12,23,,,
5160,Wake Up! Aria: Majokko Virgin Kiki Ippatsu,Hentai,10794,864,2,6,15,21,49,52,48,29,42,,,
5162,Minami-ke Okaeri,"Slice of Life, Comedy, School",1342,2005,2263,4832,10198,9498,3498,1248,391,129,47,,,
5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,"Comedy, Ecchi, Slice of Life",3157,2841,1506,1391,2520,3767,2213,1168,381,198,101,,,
5164,Macross 25th Anniversary: All That VF Macross Zero Version,"Action, Sci-Fi, Mecha",7179,7919,63,72,137,235,265,175,66,37,25,,,
5165,Macross 25th Anniversary: All That VF Macross F Version,"Action, Sci-Fi, Mecha",7750,3088,84,170,267,268,186,72,42,23,29,,,
5167,Cream Lemon: New Generation,"Drama, Romance",9488,1545,13,17,53,68,64,42,15,7,23,,,
5168,Asience: Kami wa Onna no Inochi,"Historical, Samurai",6614,4735,143,330,521,574,395,165,80,56,35,,,
5172,Love Selection The Animation,Hentai,Unknown,5887,233,250,514,691,498,273,111,57,26,,,
5173,Jokutsuma,Hentai,Unknown,8768,39,25,59,101,142,141,74,30,28,,,
5177,Denpa-teki na Kanojo,"Mystery, Thriller, School",1340,1154,5271,11579,17386,13619,6186,2906,1379,649,334,,,
5178,First Squad: The Moment of Truth,"Action, Historical, Military, Super Power, Supernatural",8201,2714,728,1031,2197,3812,4014,2872,1904,951,570,,,
5184,Negibouzu no Asatarou,"Adventure, Comedy, Historical",13683,281,1,Unknown,12,6,3,4,1,3,3,,,
5189,Chou Tokkyuu Hikarian,"Action, Kids, Adventure",6766,11659,17,13,30,52,41,39,13,6,7,,,
5190,Mujintou Monogatari XX,Hentai,10444,1015,6,21,34,55,74,40,24,15,19,,,
5191,Trouble Evocation,"Drama, Hentai, Romance",10097,1177,18,34,82,93,84,41,26,24,26,,,
5192,Kiku-chan to Ookami,"Adventure, Historical",15002,13862,5,1,2,16,7,9,4,1,2,,,
5193,Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,Kids,13779,275,1,5,17,17,15,9,9,7,13,,,
5194,Aneimo,Hentai,Unknown,4559,496,475,970,1289,882,510,165,101,46,,,
5196,Aria the Origination Picture Drama,"Sci-Fi, Slice of Life, Fantasy, Shounen",3267,4950,397,400,937,1196,682,445,131,54,21,,,
5197,Dragon League,"Adventure, Fantasy, Sports, Comedy, Shounen",9870,1305,41,94,114,78,25,5,10,5,7,,,
5199,Seto no Hanayome Fan Disc,"Comedy, Parody, School",5607,7182,202,425,580,355,212,62,22,19,16,,,
5200,Offside (TV),"Action, Sports, Drama",8156,2614,85,201,342,155,59,22,13,6,4,,,
5201,Salad Juu Yuushi Tomatoman,"Adventure, Comedy",5913,11039,39,17,51,85,70,44,14,4,6,,,
5203,Shin Maple Town Monogatari: Palm Town-hen,"Slice of Life, Fantasy",9941,1268,34,77,122,91,46,13,4,10,4,,,
5204,Kara no Kyoukai 6: Boukyaku Rokuon,"Action, Magic, Mystery, Romance, Supernatural, Thriller",966,152996,12733,26006,25530,10289,3958,1641,658,243,204,,,
5205,Kara no Kyoukai 7: Satsujin Kousatsu (Go),"Action, Mystery, Supernatural, Romance, Thriller",902,165332,28278,24097,10833,3727,1475,671,307,160,445,,,
5207,Hokuro Kyoudai Full Throttle!!!!,Comedy,14465,13523,5,1,3,2,10,23,13,9,22,,,
5208,Hatsukoi,Hentai,Unknown,8445,38,25,55,120,139,106,73,31,24,,,
5209,Manin Densha,Hentai,6258,5454,115,212,387,373,262,115,69,39,45,,,
5210,Houkago 2 The Animation,Hentai,Unknown,7574,62,48,79,194,247,169,98,53,35,,,
5211,Hime Dorei,Hentai,7183,3871,61,129,248,327,215,99,40,51,44,,,
5212,Saimin Gakuen,Hentai,Unknown,6202,134,93,202,390,407,314,123,39,39,,,
5213,Houkago 2: Sayuri,Hentai,7348,3637,82,109,244,261,144,95,43,24,50,,,
5214,Gakuen Shimai,Hentai,Unknown,6730,138,126,265,424,329,202,71,42,27,,,
5216,D.C.if: Da Capo if,"Harem, Drama, Magic, Romance",4243,14315,735,1487,2012,1115,537,173,91,38,31,,,
5217,Goal FH: Field Hunter,"Action, Sports",4086,9657,42,59,98,176,102,60,19,5,3,,,
5220,Shangri-La,"Action, Drama, Sci-Fi",2207,52205,1735,3966,5264,3060,1689,849,395,194,120,,,
5223,Robotan (1986),"Comedy, Kids",7719,11807,11,4,26,57,59,47,10,10,3,,,
5225,Lupin III: Pilot Film,"Action, Comedy, Seinen",6430,5527,133,161,369,975,1093,547,150,45,34,,,
5226,Souten Kouro,"Action, Adventure, Historical",2350,4076,262,465,988,1102,560,283,120,69,23,,,
5228,Initial D Extra Stage 2,"Action, Cars, Sports, Drama, Seinen",1842,3128,1731,1567,3215,4228,1937,790,231,79,49,,,
5231,Inazuma Eleven,"Sports, Super Power, Shounen",1315,1075,11724,11582,21712,22671,10972,4683,1401,566,294,,,
5232,Ninja Bugei-chou,Action,9439,9968,12,9,16,30,52,43,34,18,12,,,
5233,Slayers Evolution-R,"Adventure, Comedy, Fantasy",1844,3083,1203,1848,3681,4029,1813,724,278,100,46,,,
5234,Zettai Yareru Greece Shinwa,"Comedy, Ecchi",11926,542,1,1,12,11,11,6,3,1,16,,,
5235,Live On Cardliver Kakeru,"Game, Fantasy",10628,922,16,29,54,29,27,13,8,4,10,,,
5237,Compiler Festa,"Action, Sci-Fi, Drama",9932,10735,11,4,20,35,76,65,55,22,20,,,
5238,Chocolate Underground: Bokura no Chocolate Sensou,"Adventure, Comedy, Kids",6951,9047,23,15,32,77,80,52,19,5,6,,,
5240,"Pyuu to Fuku! Jaguar: Ima, Fuki ni Yukimasu","Comedy, Music",11653,11672,6,7,7,19,7,6,3,Unknown,3,,,
5241,MofuâMofu,Kids,12251,475,2,6,12,17,28,16,8,8,18,,,
5244,Aria the Natural: Sono Futatabi Deaeru Kiseki ni...,"Sci-Fi, Slice of Life, Fantasy, Shounen",4274,14077,746,1466,1737,801,540,109,46,33,27,,,
5246,Adesugata Mahou no Sannin Musume,"Magic, Comedy, Shoujo",9970,10365,11,8,13,38,64,77,39,28,20,,,
5249,Mitsume ga Tooru,Adventure,10887,827,15,43,55,45,24,9,3,4,4,,,
5250,God Mazinger,"Action, Fantasy, Mecha",6492,8952,32,33,53,118,105,71,49,12,7,,,
5251,Angel Densetsu,"Action, Comedy, School",3170,26778,2095,4145,4107,1854,810,256,112,53,46,,,
5252,One Piece: Romance Dawn Story,"Action, Fantasy, Comedy, Super Power, Shounen",1923,2601,2223,2136,4713,6236,2859,1146,350,117,52,,,
5256,"Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai","Adventure, Fantasy",4953,9766,305,612,1205,1134,659,224,92,58,25,,,
5258,Hajime no Ippo: New Challenger,"Comedy, Sports, Drama, Shounen",726,201421,41265,33155,11887,2575,807,249,90,56,451,,,
5259,Rance: Sabaku no Guardian,"Fantasy, Hentai, Magic",Unknown,6159,165,102,248,454,414,307,133,61,54,,,
5260,Pankunchi,"Kids, Adventure",13255,323,9,8,11,11,16,13,5,7,5,,,
5262,Shugo Chara!! Doki,"Comedy, Magic, School, Shoujo",1558,87820,7166,10718,12383,6652,3412,1089,440,206,160,,,
5263,Tomorrow's Song,"Music, Kids",11371,681,4,28,89,127,87,32,12,7,1,,,
5266,Choujuu Kishin Dancougar: God Bless Dancougar,"Action, Mecha, Sci-Fi",5829,9812,21,32,81,131,105,60,27,8,7,,,
5267,Gamba no Bouken,"Adventure, Kids, Thriller",3251,8168,73,91,170,200,133,49,26,5,6,,,
5270,All That Gundam,"Action, Sci-Fi, Mecha",8820,6793,87,61,132,319,515,518,157,81,56,,,
5272,Tondemo Nezumi Daikatsuyaku,Adventure,8727,11892,16,4,20,37,37,39,18,14,7,,,
5273,Miracle Giants Doumu-kun,Sports,9894,1285,71,105,103,58,22,9,7,Unknown,4,,,
5274,MagicalâTaruruuto-kun,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",5712,10456,23,16,29,46,35,19,5,4,4,,,
5276,Happy Happy Clover,"Comedy, Fantasy, Kids, Shoujo",10010,1217,20,38,66,65,36,13,6,6,8,,,
5277,Sekirei: Pure Engagement,"Action, Comedy, Ecchi, Harem, Super Power",752,197639,14711,28619,32308,15361,6855,2618,1194,505,342,,,
5278,Totsugeki! Pappara-tai,"Action, Sci-Fi, Adventure, Comedy, Romance",11478,654,5,8,16,16,13,1,2,4,2,,,
5279,Sekirei: Hajimete no Otsukai,Comedy,2327,47386,2509,5196,8432,4816,2186,713,307,144,106,,,
5281,Hissatsu Chikan Nin,Hentai,7732,3098,56,143,233,267,198,81,52,23,28,,,
5285,SeeIn AO,Hentai,Unknown,10382,14,7,16,30,61,102,43,22,18,,,
5287,Ippatsu Kanta-kun,"Action, Kids, Adventure, Sports, Comedy",11868,552,4,12,41,43,51,12,6,2,3,,,
5288,RahXephon Specials,"Action, Drama, Mecha, Music, Mystery, Romance, Sci-Fi",6184,7408,50,60,147,289,275,161,49,21,11,,,
5289,Beast Wars Second Chou Seimeitai Transformers: Lio Convoy Kiki Ippatsu! Movie,"Action, Sci-Fi, Adventure",7758,10169,16,13,33,97,109,68,25,11,10,,,
5290,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,"Comedy, Sci-Fi, Shounen",6905,4243,256,557,573,208,114,20,11,5,15,,,
5291,Hokuto no Ken Zero: Kenshirou Den,Martial Arts,1680,5153,397,473,1067,1079,453,178,68,24,9,,,
5292,Getter Robo Go,"Action, Adventure, Mecha, Military, Shounen",9346,1642,9,42,94,84,61,22,17,9,6,,,
5293,Time Slip Ichimannen: Prime Rose,"Action, Adventure, Romance, Sci-Fi, Drama",9592,10144,21,3,24,59,90,88,37,28,15,,,
5296,Jigoku Sensei Nube: Kyoufu no Natsuyasumi!! Ayashi no Umi no Densetsu!,"Action, Horror, School, Shounen, Supernatural",8990,1885,38,110,199,146,76,24,4,3,5,,,
5298,YuâGiâOh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's,"Fantasy, Game, Sci-Fi",5230,8521,331,731,1186,739,348,136,67,30,30,,,
5299,Coffee Tadaiku,Slice of Life,10501,11221,8,3,9,34,67,92,74,27,23,,,
5300,Zoku Natsume Yuujinchou,"Slice of Life, Demons, Supernatural, Drama, Shoujo",737,200649,31952,29791,12232,3001,909,233,87,67,203,,,
5303,Xabungle Graffiti,Mecha,11657,607,Unknown,11,10,20,32,10,12,2,3,,,
5304,Akiba-chan,"Comedy, Kids, Slice of Life",10215,8888,30,25,48,107,164,184,108,79,58,,,
5305,"Koihimeâ Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!","Comedy, Ecchi, Fantasy, School",5167,5013,278,343,697,1291,1020,552,216,111,64,,,
5306,Tales of Symphonia The Animation: Tethe'alla-hen,"Action, Adventure, Magic, Martial Arts, Fantasy",3068,28408,1751,3485,3523,1474,631,193,69,24,28,,,
5307,Sora wo Kakeru Shoujo,"Adventure, Comedy, Sci-Fi, Space",3592,3444,344,711,1681,2236,1299,702,319,123,70,,,
5308,Ushio to Tora: Comical Deformer Gekijou,"Action, Comedy",7032,8115,43,38,90,213,235,166,50,19,16,,,
5310,Macross F Movie 1: Itsuwari no Utahime,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",3155,27002,2971,4444,3149,1187,497,157,46,20,45,,,
5311,Astroganger,"Action, Mecha, Sci-Fi",6359,10274,46,25,52,93,54,58,27,16,14,,,
5314,Rokumon Tengai Mon Colle Knights Movie: Densetsu no Fire Dragon,"Adventure, Comedy, Fantasy",11648,604,4,12,23,33,24,11,3,6,2,,,
